MGI.symbol	HGNC.symbol
Xlr3a	FAM9C
Cul5	CUL5
Prrt1	PRRT1
Defb18	DEFB113
Midn	MIDN
Eef2kmt	FAM86C1
Pop4	POP4
Ncoa7	NCOA7
Mbp	MBP
Xlr4a	FAM9C
Tnks2	TNKS2
Cdkn1a	CDKN1A
Atp8a2	ATP8A2
Plekha7	PLEKHA7
Trpm2	TRPM2
Herc1	HERC1
Tnp2	TNP2
Mrps15	MRPS15
Prelid1	PRELID1
Pitrm1	PITRM1
Defb22	DEFB108B
Gm42421	PMS2
Nkiras2	NKIRAS2
Ubtd1	UBTD1
Bcr	BCR
Cope	COPE
Wdr83os	WDR83OS
Gpr34	GPR34
Hus1b	HUS1B
Slc46a3	SLC46A3
Gm39115	KRTAP5-8
Tmem215	TMEM215
Tom1	TOM1
Nsd1	NSD1
Ttc9	TTC9
Sycp2l	SYCP2L
Rbck1	RBCK1
Hba-a1	HBA2
Gpr179	GPR179
Txlna	TXLNA
Hist1h2bk	H2BFS
Pcdha9	PCDHA10
Psg22	CEACAM3
Shisa2	SHISA2
Alg8	ALG8
Stt3b	STT3B
Mthfd1l	MTHFD1L
Pter	PTER
Mmp23	MMP23B
Gm597	SPATA31A7
Ttll11	TTLL11
Med1	MED1
Rsph14	RSPH14
Stub1	STUB1
Gnl3	GNL3
Slc7a1	SLC7A1
Aldh4a1	ALDH4A1
Magel2	MAGEL2
Prep	PREP
Slc10a6	SLC10A6
4931406C07Rik	C11orf54
A230050P20Rik	C19orf66
Taf1d	TAF1D
Ppp1r18	PPP1R18
Rbm6	RBM6
Clpb	CLPB
Mipol1	MIPOL1
Slc45a2	SLC45A2
3425401B19Rik	C10orf71
Bsg	BSG
Pcdha8	PCDHA9
Pcdha8	PCDHA7
Cldn5	CLDN5
Defb34	DEFB108B
Gm45337	KRTAP5-8
Trpm1	TRPM1
Mybbp1a	MYBBP1A
Stk11	STK11
Kif18a	KIF18A
Pdcd1lg2	PDCD1LG2
Mex3d	MEX3D
Mrgbp	MRGBP
Hpn	HPN
D430041D05Rik	KIAA1549L
Pcdha11	PCDHA11
Psen1	PSEN1
Vmn1r234	VN1R4
Mtmr14	MTMR14
Pcdha6	PCDHA6
Pcdha6	PCDHA8
Serping1	SERPING1
Csf3r	CSF3R
Rraga	RRAGA
Adgrl1	ADGRL1
Rai1	RAI1
Olfr560	OR51C1P
St3gal3	ST3GAL3
Cd274	CD274
Xdh	XDH
Vmn1r235	VN1R4
Kdr	KDR
Lman1l	LMAN1L
Pcdha12	PCDHA13
Scn4a	SCN4A
Gm12355	SRSF3
Crisp1	CRISP3
Mettl15	METTL15
Itga9	ITGA9
Omg	OMG
Pcdha1	PCDHA1
Olfr578	OR51G1
Zscan10	ZSCAN10
Reps2	REPS2
Tax1bp1	TAX1BP1
Rhbdf1	RHBDF1
Enc1	ENC1
Psg17	CEACAM3
Ap4e1	AP4E1
Fkbp2	FKBP2
Cyb561a3	CYB561A3
Pkia	PKIA
Olfr557	OR51D1
Prdm1	PRDM1
Apod	APOD
Ddb1	DDB1
1700016K19Rik	C17orf97
Gps2	GPS2
Cacna2d4	CACNA2D4
Steap1	STEAP1B
Fpr-rs4	FPR3
Wdr49	WDR49
Glyr1	GLYR1
Cbr1	CBR1
Sema3f	SEMA3F
Pla2g2d	PLA2G2D
4931414P19Rik	C14orf93
Ctnnal1	CTNNAL1
Zpbp	ZPBP
Dnah12	DNAH12
Il20rb	IL20RB
Gm38393	SNURF
Btaf1	BTAF1
Tlr8	TLR8
St6galnac6	ST6GALNAC6
Stmn2	STMN2
Gxylt2	GXYLT2
Pbrm1	PBRM1
Psg19	CEACAM3
Irx2	IRX2
Dtnbp1	DTNBP1
Stab1	STAB1
Rsg1	CPLANE2
Pcdhac2	PCDHAC2
Limd1	LIMD1
Ryk	RYK
Fbxo42	FBXO42
Dok6	DOK6
Slc4a7	SLC4A7
Sergef	SERGEF
Csn2	CSN2
Tnni2	TNNI2
Cyb5r2	CYB5R2
Kdelr3	KDELR3
Basp1	BASP1
Dab2ip	DAB2IP
Plk5	PLK5
1700016H13Rik	C4orf36
Ppid	PPID
Flt1	FLT1
Pex2	PEX2
Rbm5	RBM5
Pomp	POMP
Rab24	RAB24
Ttyh3	TTYH3
Uri1	URI1
Tmem30b	TMEM30B
Vcp	VCP
Itgb5	ITGB5
1700022I11Rik	C9orf131
Xlr5b	FAM9C
Arglu1	ARGLU1
Gm906	SPATA31A7
Cask	CASK
Hexb	HEXB
Lama1	LAMA1
Iglc4	IGLC7
Gfra4	GFRA4
Pcdhac1	PCDHAC1
Adamts12	ADAMTS12
Idh2	IDH2
Dst	DST
Psg16	CEACAM3
Cbwd1	CBWD3
AW209491	C7orf25
Map2k4	MAP2K4
Ttc25	TTC25
Ppp2ca	PPP2CA
Sept5	SEPT5
4933415F23Rik	PPP1R14B
Crisp3	CRISP3
Ebf4	EBF4
Etfdh	ETFDH
Mrpl45	MRPL45
Prm3	PRM3
Olfr78	OR51E2
Cbarp	CBARP
4931408C20Rik	SPATA31A7
Gm5286	SPOP
Myo5a	MYO5A
Sox14	SOX14
Homer3	HOMER3
Spg11	SPG11
Slc25a21	SLC25A21
Map3k9	MAP3K9
Vmn1r233	VN1R4
Uqcr11	UQCR11
Ddx49	DDX49
Mettl23	METTL23
Adrb1	ADRB1
Prkch	PRKCH
Man2b1	MAN2B1
Ncoa3	NCOA3
Neurl4	NEURL4
Cdca5	CDCA5
Fbxl20	FBXL20
Nprl2	NPRL2
Dek	DEK
Kctd21	KCTD21
Adam33	ADAM33
Mtus2	MTUS2
Rad51ap2	RAD51AP2
Car4	CA4
Snx16	SNX16
Olfr558	OR51E1
Lmbrd1	LMBRD1
Pold2	POLD2
Kctd9	KCTD9
Has1	HAS1
Plekhf1	PLEKHF1
Fam49a	FAM49A
Haus3	HAUS3
Itsn2	ITSN2
Htr6	HTR6
Xlr3b	FAM9C
Pfn1	PFN1
Creld1	CRELD1
Snx14	SNX14
Igsf21	IGSF21
Srebf1	SREBF1
Ccp110	CCP110
4930452B06Rik	C3orf67
Lypd4	LYPD4
Pcdha7	PCDHA9
Pcdha7	PCDHA7
Nrep	NREP
Mst1	MST1
Bpifa2	BPIFA2
Ptprt	PTPRT
Arap3	ARAP3
Psg18	CEACAM3
Rps6ka5	RPS6KA5
Pnrc1	PNRC1
Scn1b	SCN1B
Mrm1	MRM1
Ankrd7	POTEB2
Nsun5	NSUN5
Ypel4	YPEL4
Rbp2	RBP2
Hba-x	HBZ
Cenpc1	CENPC
Cercam	CERCAM
Pcdha5	PCDHA5
Chuk	CHUK
Ift88	IFT88
Tyr	TYR
Erlin1	ERLIN1
Tdpoz4	SPOP
Gpr4	GPR4
Vsnl1	VSNL1
Tdpoz2	SPOP
Aarsd1	PTGES3L-AARSD1
Aarsd1	AARSD1
Mcur1	MCUR1
Ccdc180	CCDC180
Lrtm2	LRTM2
Haus6	HAUS6
Arhgef39	ARHGEF39
Cacna1h	CACNA1H
Cdc34	CDC34
Fmn1	FMN1
Kdm1b	KDM1B
Pigu	PIGU
Med29	MED29
Zfp729b	ZNF845
Prr29	PRR29
Phox2a	PHOX2A
Dnajc7	DNAJC7
Tcerg1	TCERG1
Myo1c	MYO1C
Opa3	OPA3
Tpsb2	TPSB2
Cyp1a2	CYP1A2
Cpn1	CPN1
Clvs1	CLVS1
Pax9	PAX9
Csf3	CSF3
Clock	CLOCK
Dynlrb1	DYNLRB1
Tmem53	TMEM53
Gas1	GAS1
Zfp36l1	ZFP36L1
Atp5d	ATP5F1D
Acbd5	ACBD5
Mtmr2	MTMR2
Kcnc1	KCNC1
Npas1	NPAS1
Plcb3	PLCB3
Ovca2	OVCA2
Trp53	TP53
Pms2	PMS2
Sstr5	SSTR5
Adora2a	ADORA2A
Tnfsf9	TNFSF9
Akap12	AKAP12
Cwc27	CWC27
Ak1	AK1
Gm5773	SPOP
Zfy2	ZNF304
Zfy2	ZNF548
Zfy2	ZNF772
Nudt16	NUDT16
Ankrd61	ANKRD61
Olfr583	OR51F1
Gpr108	GPR108
Oscp1	OSCP1
Xlr4c	FAM9C
Piezo2	PIEZO2
Emc3	EMC3
Nradd	TNFRSF10C
Pml	PML
Il6	IL6
Mycl	MYCL
Neurod2	NEUROD2
Ctdspl	CTDSPL
Serpini2	SERPINI2
Tmem191c	TMEM191C
Rragd	RRAGD
Gm29609	GTF3C2
Atf4	ATF4
Arl3	ARL3
Cacna2d2	CACNA2D2
Nmnat3	NMNAT3
4930579G24Rik	C4orf46
Pdzrn3	PDZRN3
Prm2	PRM2
Tmem175	TMEM175
Zfp791	ZNF791
Klhdc7a	KLHDC7A
Pcdha11	PCDHA4
Ppp1r2	PPP1R2
Uqcrc1	UQCRC1
Adamtsl5	ADAMTSL5
Ptges3l	PTGES3L
Lsm10	LSM10
Zbed4	ZBED4
Kcnj4	KCNJ4
Nt5dc2	NT5DC2
Nkx2-9	NKX2-8
Dsn1	DSN1
Rab44	RAB44
Ccdc28b	CCDC28B
Pds5b	PDS5B
A4gnt	A4GNT
Fpr2	FPR3
Dyrk1a	DYRK1A
Aff1	AFF1
Tmem266	TMEM266
Bnc1	BNC1
Ndufa8	NDUFA8
Fpr-rs6	FPR3
Iffo2	IFFO2
Mastl	MASTL
Fxyd3	FXYD3
Csn1s1	CSN1S1
Dzip1l	DZIP1L
Lef1	LEF1
Adgrb3	ADGRB3
Rimbp3	RIMBP3
Rimbp3	RIMBP3B
Commd4	COMMD4
Fkbp1a	FKBP1A
Fem1b	FEM1B
Chst8	CHST8
Drosha	DROSHA
Nfkb1	NFKB1
Atp4a	ATP4A
Snph	SNPH
Kdm5d	KDM5D
Gm27029	PTGES3L-AARSD1
Gm27029	AARSD1
Pmis2	PMIS2
Olfr568	OR51F2
Foxd4	FOXD4
Ceacam5	CEACAM3
Rfx2	RFX2
Odf3l2	ODF3L2
Meis2	MEIS2
Rnf182	RNF182
Iglc3	IGLC7
Jmjd8	JMJD8
Hsd17b12	HSD17B12
Myl7	MYL7
Map4k3	MAP4K3
Gdf15	GDF15
Arhgap44	ARHGAP44
Slc35e2	SLC35E2B
C1qtnf3	C1QTNF3-AMACR
C1qtnf3	C1QTNF3
Mpg	MPG
Myh13	MYH13
Specc1l	SPECC1L-ADORA2A
Specc1l	SPECC1L
Tspan14	TSPAN14
Hoxa13	HOXA13
Fzr1	FZR1
Psma2	PSMA2
Ppil1	PPIL1
Zfp131	ZNF131
Olfr582	OR52R1
Evi2a	EVI2A
4930444P10Rik	C8orf89
Olfr576	OR51A7
Rab39	RAB39A
Tnfsf13b	TNFSF13B
Zfy1	ZNF304
Zfy1	ZNF548
Zfy1	ZNF772
Ovch2	OVCH2
Smtnl1	SMTNL1
Dmrtc2	DMRTC2
Ebag9	EBAG9
Myct1	MYCT1
Heg1	HEG1
Amotl2	AMOTL2
Psg23	CEACAM3
Gm9495	POTEB2
Syncrip	SYNCRIP
Pofut2	POFUT2
Dennd6a	DENND6A
Tmem239	TMEM239
Tmem178	TMEM178A
Skp1a	SKP1
Psg26	CEACAM3
Tnfaip8l3	TNFAIP8L3
Psg25	CEACAM3
Fancd2	FANCD2
Rrp1b	RRP1B
Csk	CSK
Med4	MED4
Zbbx	ZBBX
Gck	GCK
Exoc3	EXOC3
Sec62	SEC62
Vmn1r237	VN1R4
Olfr569	OR52R1
Elac2	ELAC2
Ebf2	EBF2
Gnaz	GNAZ
Sox8	SOX8
Vegfb	VEGFB
Fpr1	FPR1
Olfr585	OR51F1
A930018P22Rik	C11orf91
Exoc2	EXOC2
Tspan10	TSPAN10
Sgk1	SGK1
Otx1	OTX1
Ern1	ERN1
Jdp2	JDP2
Olfr584	OR52R1
Hsf2bp	HSF2BP
Ttc7	TTC7A
Ing4	ING4
Apeh	APEH
Rtn4rl1	RTN4RL1
C1ql3	C1QL3
Tenm2	TENM2
Cyp1a1	CYP1A1
Spcs1	SPCS1
Fancd2os	FANCD2OS
Tex29	TEX29
Rsu1	RSU1
Evx1	EVX1
Tigd3	TIGD3
Dph1	DPH1
Cln5	CLN5
Cntn6	CNTN6
Gcm1	GCM1
Mcm3ap	MCM3AP
Socs1	SOCS1
Fhad1	FHAD1
Csgalnact1	CSGALNACT1
Acat1	ACAT1
Gm9117	SPOP
Psg21	CEACAM3
Uqcrfs1	UQCRFS1
Ldb2	LDB2
Tab1	TAB1
Tlr7	TLR7
Ubn1	UBN1
Eif3j2	EIF3J
Cdkl3	CDKL3
Rest	REST
Gabrr1	GABRR1
Erich5	ERICH5
Gm8765	SPATA31A7
Lig4	LIG4
Dpy19l4	DPY19L4
Rtp1	RTP1
Fkbp3	FKBP3
Noa1	NOA1
Zfp759	ZNF845
Fam173b	ATPSCKMT
Rab36	RAB36
1700102P08Rik	C3orf62
Defb15	DEFB108B
Psmc3ip	PSMC3IP
Plekhg2	PLEKHG2
Tpmt	TPMT
Riok3	RIOK3
Klhl15	KLHL15
Fancm	FANCM
Snx2	SNX2
Mfsd2a	MFSD2A
Wrap53	WRAP53
Cacng3	CACNG3
P2rx5	P2RX5-TAX1BP3
Dapk1	DAPK1
Stpg4	STPG4
Gps1	GPS1
Bpifb4	BPIFB4
Evi2b	EVI2B
Efnb2	EFNB2
Zfp385c	ZNF385C
Tmco4	TMCO4
Fam19a5	FAM19A5
Dcdc2b	DCDC2B
Trim8	TRIM8
Tecrl	TECRL
Dnmbp	DNMBP
Rfng	RFNG
Bpifa3	BPIFA3
Bpifb2	BPIFB2
Mlx	MLX
Aldh7a1	ALDH7A1
Tead1	TEAD1
Cpa6	CPA6
Pla2g2f	PLA2G2F
Ndrg3	NDRG3
Mxd4	MXD4
Rbm27	RBM27
Sh2d4a	SH2D4A
Dbr1	DBR1
Cdk12	CDK12
Cdca2	CDCA2
Rad21l	RAD21L1
Morn5	MORN5
Efhd2	EFHD2
Tpsab1	TPSB2
Tmem115	TMEM115
Samd5	SAMD5
Med6	MED6
Ghitm	GHITM
Gm5678	CBR1
Yme1l1	YME1L1
Emc6	EMC6
Arf4	ARF4
Usf3	USF3
Jmjd6	JMJD6
Fbxl22	FBXL22
Vwc2	VWC2
Srek1ip1	SREK1IP1
Rflnb	RFLNB
Eif3i	EIF3I
1700080E11Rik	NUDT16
Pgpep1	PGPEP1
Tmem160	TMEM160
Gtpbp3	GTPBP3
Sfxn2	SFXN2
Psg29	CEACAM3
Vwce	VWCE
Srsf2	SRSF2
Ccdc137	CCDC137
Manba	MANBA
Spns1	SPNS1
Lat	LAT
Iqcc	IQCC
Slc6a13	SLC6A13
Pla2g5	PLA2G5
Cd226	CD226
Tax1bp3	TAX1BP3
Dync2li1	DYNC2LI1
Ggt5	GGT5
Vstm2b	VSTM2B
Ccdc36	CCDC36
Nploc4	NPLOC4
Nfatc2ip	NFATC2IP
Siglec1	SIGLEC1
6820408C15Rik	C20orf96
Pla2g2e	PLA2G2E
Syt8	SYT8
Pcdha4	PCDHA4
Pop1	POP1
Fos	FOS
Trmt11	TRMT11
Zfp458	ZNF845
Hint3	HINT3
Fpr-rs7	FPR3
Olfr574	OR51T1
Slc22a14	SLC22A14
Trib3	TRIB3
Stard4	STARD4
Bcl2	BCL2
Mgat3	MGAT3
Cd79a	CD79A
Il17d	IL17D
Synj1	SYNJ1
Hipk3	HIPK3
Thoc5	THOC5
Ly86	LY86
Exosc8	EXOSC8
Zfp712	ZNF845
Rcan2	RCAN2
Brd1	BRD1
1600014C10Rik	C19orf12
Xlr5c	FAM9C
Tnfrsf23	TNFRSF10C
Prrxl1	DRGX
Ddx17	DDX17
Madcam1	MADCAM1
Il7	IL7
Sh2d4b	SH2D4B
Srd5a3	SRD5A3
Frat1	FRAT1
Zfp521	ZNF521
Sox12	SOX12
Slc9a3	SLC9A3
Aurkc	AURKC
Tnfsf14	TNFSF14
Ceacam13	CEACAM3
Glis1	GLIS1
Xlr5a	FAM9C
Mief1	MIEF1
Vldlr	VLDLR
Slc22a13	SLC22A13
Gzmm	GZMM
Gm37596	SPOP
Nipsnap1	NIPSNAP1
Gpr82	GPR82
Aif1	AIF1
Smad5	SMAD5
Ubr1	UBR1
Icam2	ICAM2
Hic2	HIC2
Ctns	CTNS
Etfa	ETFA
Eml2	EML2
Hibadh	HIBADH
Tdpoz5	SPOP
Iglc2	IGLC7
Fbxl3	FBXL3
Sin3b	SIN3B
Col5a3	COL5A3
Muc16	MUC16
Fnip2	FNIP2
Psg20	CEACAM3
Hmgxb4	HMGXB4
Gm9125	SPOP
Reep6	REEP6
Srsf12	SRSF12
Prss35	PRSS35
Olfr571	OR51S1
Syngr1	SYNGR1
Neu3	NEU3
Trim68	TRIM68
Otud3	OTUD3
Ccdc186	CCDC186
Grn	GRN
Eif2ak1	EIF2AK1
Map1lc3a	MAP1LC3A
Qdpr	QDPR
Impact	IMPACT
Cd59a	CD59
Epha5	EPHA5
Gm4858	SPOP
Eef1akmt1	EEF1AKMT1
Hadh	HADH
Sun5	SUN5
Naa50	NAA50
Fpr3	FPR3
Rtn4	RTN4
Heatr6	HEATR6
Gabrr2	GABRR2
Rnf220	RNF220
Smim24	SMIM24
Ceacam11	CEACAM3
Sbf2	SBF2
Tpbgl	TPBGL
Pax7	PAX7
Eps15l1	EPS15L1
Kl	KL
Trappc9	TRAPPC9
Tpsg1	TPSG1
Rreb1	RREB1
Sv2b	SV2B
Asph	ASPH
Nf1	NF1
Myocd	MYOCD
Ambp	AMBP
Kit	KIT
Olfr520	OR2AT4
Gm7697	POTEB2
Tph1	TPH1
Zfp78	ZNF749
Zfp78	ZNF705E
Rlbp1	RLBP1
Cpeb3	CPEB3
Acod1	ACOD1
Kcnk9	KCNK9
Rida	RIDA
Zc2hc1a	ZC2HC1A
Slco3a1	SLCO3A1
4930404N11Rik	C19orf71
Rnf186	RNF186
Zfp618	ZNF618
Aimp2	AIMP2
Akap13	AKAP13
Tdpoz3	SPOP
Pi16	PI16
Bpifb3	BPIFB3
Trp53inp2	TP53INP2
Hba-a2	HBA2
Tnfrsf22	TNFRSF10C
Bpifb6	BPIFB6
Gm7579	KRTAP5-8
Inppl1	INPPL1
Sidt1	SIDT1
Prex2	PREX2
Abhd13	ABHD13
Xlr4b	FAM9C
Slc12a8	SLC12A8
Smim4	SMIM4
Ube3a	UBE3A
Nhs	NHS
Elmo2	ELMO2
Rmi2	RMI2
Trappc2	TRAPPC2B
Wwc1	WWC1
Ubl3	UBL3
Gm21119	POTEB2
Tas1r2	TAS1R2
Gtf3c2	GTF3C2
Ceacam12	CEACAM3
Zfp748	ZNF845
Adamts10	ADAMTS10
Lap3	LAP3
Eci3	ECI2
Kdm4a	KDM4A
Top3a	TOP3A
Slc25a2	SLC25A2
Odf2	ODF2
Carmil1	CARMIL1
Ccdc82	CCDC82
Nrm	NRM
Aipl1	AIPL1
Nxnl1	NXNL1
Trdmt1	TRDMT1
Vwa2	VWA2
Tdrd1	TDRD1
Olfml2a	OLFML2A
Chaf1b	CHAF1B
Epcam	EPCAM
Ddx4	DDX4
AU021092	C16orf89
Ogdhl	OGDHL
Pkhd1	PKHD1
Mepe	MEPE
Cd2ap	CD2AP
Gm2056	EIF1AY
Dkk4	DKK4
Ube2g2	UBE2G2
Batf	BATF
Ikzf1	IKZF1
Fbxw28	FBXW12
Map2k1	MAP2K1
Kdelr2	KDELR2
Dmpk	DMPK
Olfr516	OR10A6
Olfr516	OR10A3
Iglc4	IGLL1
Rsl1	ZNF195
Armt1	ARMT1
Olfr843	OR7G1
Chchd2	CHCHD2
Tpcn2	TPCN2
Frrs1l	FRRS1L
Anapc13	ANAPC13
Zfp87	ZNF195
Sap18b	SAP18
Gipc1	GIPC1
Gm14085	SLC28A2
Vps13b	VPS13B
Pcdhga12	PCDHGA12
Myo16	MYO16
P2rx1	P2RX1
Gm34653	B3GNT10
Litaf	LITAF
Meaf6	MEAF6
Atp6v1c1	ATP6V1C1
Ppp6r1	PPP6R1
Slc17a4	SLC17A4
Chrna7	CHRNA7
Fam181b	FAM181B
Prl3d2	PRL
Tmem26	TMEM26
Txnrd2	TXNRD2
Fbxw13	FBXW12
Prl8a9	PRL
Bst2	BST2
Sec31b	SEC31B
Arhgef37	ARHGEF37
Fbxo5	FBXO5
Cldn34b1	CLDN34
Dact3	DACT3
Hic1	HIC1
Gm19668	KRTAP10-9
Gm19668	KRTAP10-6
Gm19668	KRTAP10-11
Gm19668	KRTAP10-4
Uspl1	USPL1
Vamp1	VAMP1
Ctsa	CTSA
Snx17	SNX17
Olfr620	OR51V1
Arpc4	ARPC4
Ccdc174	CCDC174
Timm23	TIMM23B
4931406P16Rik	KIAA0355
Katnal1	KATNAL1
Phc3	PHC3
Kcnj6	KCNJ6
Olig2	OLIG2
Necap2	NECAP2
Eps15	EPS15
Klk1	KLK1
Pkn1	PKN1
Ier5l	IER5L
Dnah2	DNAH2
Mllt6	MLLT6
Il4	IL4
Fkbp6	FKBP6
Olfr469	OR5P2
Bend3	BEND3
Olfr836	OR7G2
Il33	IL33
Pdcd5	PDCD5
Plin2	PLIN2
Zfpl1	ZFPL1
Acin1	ACIN1
Scd2	SCD
Stk33	STK33
Akap2	AKAP2
Akap2	PALM2-AKAP2
Ubr4	UBR4
Ccdc78	CCDC78
Pole2	POLE2
Vpreb3	VPREB3
Tex38	TEX38
Ubqlnl	UBQLNL
Ubxn10	UBXN10
Pitpnm3	PITPNM3
Tmco6	TMCO6
Fbxo3	FBXO3
Il5ra	IL5RA
Sptssa	SPTSSA
Nek5	NEK5
Tnrc6a	TNRC6A
Rab9	RAB9A
Lrit2	LRIT2
Kif2c	KIF2C
Cyb561	CYB561
Cby1	CBY1
Tjp2	TJP2
Upk1a	UPK1A
Sec13	SEC13
Olfr492	OR5P2
Tmx2	TMX2
Ddx3y	DDX3Y
Cdk11b	CDK11A
Olfr39	OR7D4
Mrps28	MRPS28
Josd1	JOSD1
Gpr151	GPR151
Ky	KY
Pkd2l1	PKD2L1
Pcnx	PCNX1
Klk1b21	KLK1
Olfr503	OR52N4
H13	HM13
Mrgprd	MRGPRD
Mum1	PWWP3A
Pgrmc2	PGRMC2
Ryr3	RYR3
Cep72	CEP72
Nt5c1b	NT5C1B-RDH14
Nt5c1b	NT5C1B
Rdh14	RDH14
Olfr631	OR51M1
Smc6	SMC6
Golga1	GOLGA1
4933421I07Rik	RGL4
Ube2d3	UBE2D3
Cecr2	CECR2
Pdzd2	PDZD2
Gucd1	GUCD1
Wasf3	WASF3
Ndufaf6	NDUFAF6
Xpnpep1	XPNPEP1
Prl7d1	PRL
Hcrtr1	HCRTR1
Higd2a	HIGD2B
Bloc1s2	BLOC1S2
Fam209	FAM209A
Hspb11	HSPB11
Lman2	LMAN2
Meox1	MEOX1
Ppp2r5e	PPP2R5E
Abca7	ABCA7
Rai2	RAI2
Mrpl57	MRPL57
Odc1	ODC1
Rgs17	RGS17
Eif1a	EIF1AY
Lrg1	LRG1
Pde6a	PDE6A
Ptpn3	PTPN3
Olfr658	OR52N4
Prl3d1	PRL
Tsr1	TSR1
Olfr506	OR5P2
Olfr675	OR52E6
Olfr675	OR52E8
Olfr668	OR52N2
Gpc5	GPC5
Tspear	TSPEAR
Foxq1	FOXQ1
Baz1b	BAZ1B
Olfr488	OR5P2
Slc25a18	SLC25A18
Olfr850	OR7G1
Krtap10-4	KRTAP10-9
Krtap10-4	KRTAP10-6
Krtap10-4	KRTAP10-11
Krtap10-4	KRTAP10-4
Hivep1	HIVEP1
Cldn34c1	CLDN34
Rnf141	RNF141
Med24	MED24
Atpaf1	ATPAF1
Tnnc2	TNNC2
Atp6v1a	ATP6V1A
Pcdhgb1	PCDHGB1
Smim8	SMIM8
Ibsp	IBSP
Nsfl1c	NSFL1C
Lgi4	LGI4
Rrs1	RRS1
Cstf1	CSTF1
Rhobtb3	RHOBTB3
Fzd2	FZD2
Prl8a8	PRL
Klf6	KLF6
Olfr518	OR10A6
Olfr518	OR10A3
Zc3h12a	ZC3H12A
Tinagl1	TINAGL1
Hecw1	HECW1
Ptprm	PTPRM
Pcdhga10	PCDHGA10
Ephb1	EPHB1
Serpinb3b	SERPINB4
Serpinb3b	SERPINB3
Serpinb3c	SERPINB4
Serpinb3c	SERPINB3
Cldn11	CLDN11
Nomo1	NOMO2
4933417A18Rik	C6orf201
Col4a3bp	COL4A3BP
Txnl1	TXNL1
Mfsd14b	MFSD14B
Ugcg	UGCG
Cd300lg	CD300LG
Stmnd1	STMND1
Maml2	MAML2
Camta2	CAMTA2
Zfp384	ZNF384
Zmpste24	ZMPSTE24
Gm8332	EIF1AY
Mrgprf	MRGPRF
Milr1	MILR1
Qrsl1	QRSL1
Cldn34d	CLDN34
Gm10273	TIMM23B
Mrpl46	MRPL46
Pola1	POLA1
Mrps11	MRPS11
Selenom	SELENOM
Kat2a	KAT2A
Ankrd6	ANKRD6
Acvr2b	ACVR2B
Scaper	SCAPER
Ddost	DDOST
Polb	POLB
Jmjd1c	JMJD1C
Gldn	GLDN
Ift43	IFT43
Pcdhb16	PCDHB13
Narfl	CIAO3
A26c2	POTEB3
A26c2	POTEM
A26c2	POTED
A26c2	POTEB
Psmb7	PSMB7
1700021F05Rik	C6orf203
Zfx	ZFY
Acsl6	ACSL6
Cnnm2	CNNM2
2310034C09Rik	KRTAP13-3
Klk1b26	KLK1
Cdh12	CDH12
Fbxw21	FBXW12
Olfr68	OR52A5
Cdkn2aipnl	CDKN2AIPNL
2610028H24Rik	C21orf58
Mul1	MUL1
Frat2	FRAT2
Prl7c1	PRL
Klk1b4	KLK1
Dgcr2	DGCR2
Tmem252	TMEM252
Pigo	PIGO
Mcm3	MCM3
Sdf2	SDF2
Amtn	AMTN
Nhlrc4	NHLRC4
Ankdd1b	ANKDD1B
Ptgir	PTGIR
Cyp26c1	CYP26C1
Tmem170b	TMEM170B
Cd180	CD180
Nrxn3	NRXN3
March3	MARCH3
Gclc	GCLC
Fam160a1	FAM160A1
1810010D01Rik	SMIM38
Pdcd2l	PDCD2L
Btbd10	BTBD10
Krtap5-2	KRTAP10-9
Krtap5-2	KRTAP10-6
Krtap5-2	KRTAP10-1
Krtap5-2	KRTAP10-11
Krtap5-2	KRTAP10-3
Krtap5-2	KRTAP10-4
Krtap5-2	KRTAP10-5
Herc2	HERC2
Rfc3	RFC3
Olfr478	OR5P2
Ccdc88b	CCDC88B
Serinc2	SERINC2
Tmem262	TMEM262
Fbxw20	FBXW12
Fstl3	FSTL3
Slitrk5	SLITRK5
Ntrk3	NTRK3
Dnajc16	DNAJC16
Etnppl	ETNPPL
Smu1	SMU1
Hdac1	HDAC1
Prrc2a	PRRC2A
Rbm24	RBM24
Tmem138	TMEM138
Fam214a	FAM214A
Dnaja4	DNAJA4
Mboat1	MBOAT1
Acox1	ACOX1
U2af1l4	U2AF1L4
Sry	SRY
Fabp3	FABP3
Npy5r	NPY5R
Vrk2	VRK2
Cdk5rap1	CDK5RAP1
Olfr837	OR7G2
Cyp39a1	CYP39A1
Npat	NPAT
Rnf144b	RNF144B
Ighv12-3	IGHV4OR15-8
Zfp706	ZNF706
Prl3d3	PRL
Rrp1	RRP1
Sgsm2	SGSM2
Olfr482	OR5P2
Zfp513	ZNF513
Cox6c	COX6C
Mad2l1	MAD2L1
Ppt1	PPT1
Medag	MEDAG
Rps19bp1	RPS19BP1
Il17ra	IL17RA
Rhoa	RHOA
Osbpl9	OSBPL9
Ssr1	SSR1
Arrb2	ARRB2
Rnf123	RNF123
Gm10272	KRTAP10-9
Gm10272	KRTAP10-6
Gm10272	KRTAP10-11
Gm10272	KRTAP10-4
Ttll13	TTLL13P
Elmo1	ELMO1
Rpl4	RPL4
Ranbp6	RANBP6
Ccr1	CCR1
Cib1	CIB1
Borcs7	BORCS7-ASMT
Borcs7	BORCS7
Calm3	CALM3
Cubn	CUBN
